model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,in_features,hidden_features,hidden_layers,out_features,device,max_iters,outermost_linear
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1284.7785883115796,229.77711024331632,0.023009316995739937,1.8961389064788818,0.001,3,32,4,1,cuda,500,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1239.0905444695447,229.77711024331632,0.023859074339270592,1.8952858448028564,0.001,3,32,4,1,cuda,500,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1137.936922167838,229.77711024331632,0.018149491399526596,3.769404649734497,0.001,3,32,4,1,cuda,1000,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1416.8236186935242,229.77711024331632,0.021153343841433525,3.7708048820495605,0.001,3,32,4,1,cuda,1000,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1113.6120353811077,229.77711024331632,0.01899656280875206,3.7682881355285645,0.001,3,32,4,1,cuda,1000,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,968.202226876255,229.77711024331632,0.017490750178694725,3.7671244144439697,0.001,3,32,4,1,cuda,1000,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,996.0403868076472,229.77711024331632,0.01887086033821106,3.765533924102783,0.001,3,32,4,1,cuda,1000,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1371.6714658111614,229.77711024331632,0.022157201543450356,3.7850537300109863,0.001,3,32,4,1,cuda,1000,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1603.0235708458836,229.77711024331632,0.024128828197717667,3.786273717880249,0.001,3,32,4,1,cuda,1000,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1365.137560659304,229.77711024331632,0.02258465439081192,3.7843258380889893,0.001,3,32,4,1,cuda,1000,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1187.3021460843374,229.77711024331632,0.021267874166369438,3.7853550910949707,0.001,3,32,4,1,cuda,1000,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1324.0849504789994,229.77711024331632,0.02887694165110588,3.781625270843506,0.001,3,32,4,1,cuda,1000,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1156.6069551644077,229.77711024331632,0.018895460292696953,7.5277485847473145,0.001,3,32,4,1,cuda,2000,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1366.9937588897255,229.77711024331632,0.02061997540295124,7.527888298034668,0.001,3,32,4,1,cuda,2000,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1084.7782026543675,229.77711024331632,0.01824568398296833,7.526139736175537,0.001,3,32,4,1,cuda,2000,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,998.7123258659639,229.77711024331632,0.018177451565861702,7.529399871826172,0.001,3,32,4,1,cuda,2000,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,985.7753880103749,229.77711024331632,0.018700025975704193,7.5225653648376465,0.001,3,32,4,1,cuda,2000,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1274.7619370712014,229.77711024331632,0.020416874438524246,7.557361602783203,0.001,3,32,4,1,cuda,2000,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1545.2024909533968,229.77711024331632,0.023395758122205734,7.558080196380615,0.001,3,32,4,1,cuda,2000,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1244.596466595549,229.77711024331632,0.020811723545193672,7.558045148849487,0.001,3,32,4,1,cuda,2000,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,18958.59920803004,229.77711024331632,0.34879541397094727,7.556461572647095,0.001,3,32,4,1,cuda,2000,False
